51.403007;7.208546;good
52.2688736;10.5267696;good
52.235083;5.181552;good
47.5292;9.9267;good
47.9704873;17.7852936;moderate
51.4625;13.526666666667;moderate
48.7344444;19.1128073;good
46.815277777778;9.8558333333333;good
51.1506269;14.968707;good
47.041668;15.433056;good
50.303207830366;6.0017362891249;good
47.178333333333;14.676666666667;good
47.102253726073;9.3375502158063;good
47.5818083;12.1724111;good
50.97;9.8;moderate
47.146155;5.551039;good
51.64265556;15.12780833;good
54.353333333333;18.635277777778;good
50.5425641;12.7792228;good
52.234504;6.919494;moderate
50.467528;13.412696;good
51.233652208391;5.1639788468472;good
52.14325;19.233225;good
45.14254358;10.04384767;unhealthy for sensitive
49.228472;17.675083;unhealthy for sensitive
50.80425833;8.76932778;moderate
48.396866667006;9.9789750003815;moderate
53.4708393;7.4848308;good
47.871158;17.273464;good
48.33472;16.729445;good
47.409443;15.253333;good
52.334444444444;14.525833333333;moderate
48.302777777778;14.282777777778;moderate
48.984388;14.465684;moderate
45.91279097;9.49754261;good
48.4353741;17.0176474;moderate
52.0387126;23.1445026;good
45.252054653932;6.397010936049;good
51.307778;13.0025;good
52.73821389;15.22866667;good
50.753629;7.082648;good
50.301984;15.178303;good
53.133888888889;17.995555555556;moderate
47.588116666476;7.6330777782864;moderate
52.998611111111;11.738333333333;moderate
48.1552945;11.5367712;good
51.169434;6.439945;good
55.7;12.1;good
46.06611716;13.2406876;moderate
50.774151;14.218794;moderate
48.694835327539;6.9651731255341;moderate
51.841372;5.857777;good
45.731622;13.486356;moderate
49.10746305441;6.1226293442027;moderate
46.610277777778;14.398333333333;moderate
46.916667;16.316667;good
47.045511;22.3237202;good
53.835492;10.695936;good
51.862042;6.874469;good
44.8611743;24.8673751;good
46.708333;14.891667;good
45.62062;13.783761;moderate
46.5338813;24.5356711;good
51.667981;19.368683;good
51.182293;14.4237749;good
53.1434501;8.2145521;good
51.7570345;10.6180779;good
47.4285528;11.8718028;good
49.587081;17.804221;unhealthy
51.407365;5.393328;good
46.5546503;15.6458812;good
47.1295552;24.4997634;good
49.0787782;19.3023554;moderate
48.7361083;19.1625274;good
47.479722222222;8.9047222222222;good
50.876179;6.873818;good
52.658611111111;19.059166666667;moderate
52.20153;4.987444;moderate
50.10148617;8.78484098;moderate
47.64067;6.85928;moderate
44.824263;11.649618;good
50.359197;7.5918225;good
52.191789;20.837494;moderate
50.94065;15.069817;good
45.593480555556;14.630463888889;good
50.126528;14.384639;good
45.691044;9.64366225;unhealthy
49.167777994812;5.3874604528642;moderate
48.9341964;21.8907545;good
46.965924;18.935198;good
47.045118;6.607657;good
48.40861;15.619166;good
45.6989656;8.4606044;unhealthy for sensitive
50.458853;14.170162;moderate
52.053887;20.430009;moderate
50.52989167;22.11246667;good
49.0300862;20.3279007;good
46.935;13.195833;good
50.2665;6.3781;good
52.111621;5.708419;moderate
52.376666666667;13.5325;moderate
45.735126;23.0077207;good
50.711706095936;5.1031586099577;good
47.67717;17.65782;good
51.326934;6.195834;good
51.5412804;9.9158035;good
46.311311;8.2597173;good
52.420277777778;12.552222222222;moderate
47.352683;6.361762;moderate
47.7091391;23.6235083;good
45.895344907131;6.118434383291;good
44.800377;10.884255;good
49.1124645;9.7372649;good
50.29912;21.44101;moderate
49.671602;19.234446;good
50.583614349563;5.3974460506586;good
49.505279540054;5.9766750302113;good
49.0568346;22.2551211;good
46.1580215;24.3344084;good
49.4380774;12.5554499;good
45.9549755;13.6493044;good
49.74488611;21.45461667;good
47.125833333333;13.808333333333;good
53.493333333333;18.761944444444;good
45.01688067;11.07609728;unhealthy for sensitive
45.81504217;9.06697886;unhealthy for sensitive
49.918502;14.094489;moderate
51.4325;8.9280555555556;moderate
51.641377;7.331409;good
47.42707887926;9.3739941835254;good
